date,visitors,temperature,rainfall,weekend,festival
2024-10-26,312,15.2,12.7,1,0
2024-10-27,313,15.6,7.4,1,0
2024-10-28,245,13.8,22.7,0,0
2024-10-29,268,13.6,8.5,0,0
2024-10-30,258,12.2,14.0,0,0
2024-10-31,271,12.8,14.5,0,0
2024-11-01,388,12.6,19.2,0,1
2024-11-02,310,15.2,17.7,1,0
2024-11-03,330,15.2,0.0,1,0
2024-11-04,252,16.3,5.1,0,0
2024-11-05,242,15.7,4.4,0,0
2024-11-06,216,12.6,9.5,0,0
2024-11-07,292,16.0,1.2,0,0
2024-11-08,255,14.7,10.3,0,0
2024-11-09,304,16.0,10.9,1,0
2024-11-10,325,17.8,0.0,1,0
2024-11-11,297,17.8,10.3,0,0
2024-11-12,252,14.5,0.0,0,0
2024-11-13,265,17.4,9.0,0,0
2024-11-14,240,14.0,11.1,0,0
2024-11-15,257,18.6,27.9,0,0
2024-11-16,286,17.6,1.1,1,0
2024-11-17,293,15.3,0.0,1,0
2024-11-18,271,20.0,7.2,0,0
2024-11-19,284,16.1,3.6,0,0
2024-11-20,260,16.7,9.2,0,0
2024-11-21,234,16.2,0.0,0,0
2024-11-22,242,16.5,5.5,0,0
2024-11-23,277,17.1,5.4,1,0
2024-11-24,321,15.4,8.3,1,0
2024-11-25,283,15.0,6.3,0,0
2024-11-26,258,19.0,4.2,0,0
2024-11-27,267,16.3,8.7,0,0
2024-11-28,280,19.0,6.1,0,0
2024-11-29,277,18.0,11.3,0,0
2024-11-30,347,16.3,0.0,1,0
2024-12-01,307,18.6,0.0,1,0
2024-12-02,258,19.7,2.8,0,0
2024-12-03,255,21.1,0.0,0,0
2024-12-04,273,18.8,8.1,0,0
2024-12-05,274,20.4,6.6,0,0
2024-12-06,268,18.1,5.5,0,0
2024-12-07,322,19.2,11.2,1,0
2024-12-08,321,19.0,0.0,1,0
2024-12-09,305,19.0,6.5,0,0
2024-12-10,283,18.1,8.4,0,0
2024-12-11,246,19.5,23.7,0,0
2024-12-12,263,20.1,0.0,0,0
2024-12-13,267,20.1,11.8,0,0
2024-12-14,311,22.2,4.2,1,0
2024-12-15,301,25.2,8.2,1,0
2024-12-16,286,18.6,0.0,0,0
2024-12-17,264,19.4,6.0,0,0
2024-12-18,250,21.7,0.0,0,0
2024-12-19,269,20.8,9.8,0,0
2024-12-20,249,18.9,10.4,0,0
2024-12-21,343,19.6,0.0,1,0
2024-12-22,335,22.0,9.8,1,0
2024-12-23,256,26.5,0.0,0,0
2024-12-24,250,19.8,0.0,0,0
2024-12-25,396,20.6,0.0,0,1
2024-12-26,272,21.4,8.8,0,0
2024-12-27,306,22.7,2.0,0,0
2024-12-28,301,22.1,0.0,1,0
2024-12-29,314,18.2,5.1,1,0
2024-12-30,265,20.9,21.1,0,0
2024-12-31,252,23.5,0.0,0,0
2025-01-01,112,22.2,6.4,0,0
2025-01-02,142,21.9,5.1,0,0
2025-01-03,146,20.8,0.7,0,0
2025-01-04,212,22.7,9.8,1,0
2025-01-05,206,22.1,1.4,1,0
2025-01-06,163,24.0,1.5,0,0
2025-01-07,171,24.9,15.3,0,0
2025-01-08,146,21.4,5.1,0,0
2025-01-09,123,23.0,0.0,0,0
2025-01-10,151,23.6,0.0,0,0
2025-01-11,204,21.9,0.0,1,0
2025-01-12,232,23.9,9.6,1,0
2025-01-13,124,24.3,8.9,0,0
2025-01-14,240,21.3,17.7,0,1
2025-01-15,145,22.0,4.7,0,0
2025-01-16,170,22.4,2.6,0,0
2025-01-17,166,22.7,0.0,0,0
2025-01-18,171,25.4,0.0,1,0
2025-01-19,217,23.1,4.6,1,0
2025-01-20,159,22.6,4.3,0,0
2025-01-21,119,20.1,13.3,0,0
2025-01-22,164,25.6,7.0,0,0
2025-01-23,135,26.2,0.0,0,0
2025-01-24,156,25.5,3.4,0,0
2025-01-25,189,26.9,9.9,1,0
2025-01-26,206,21.8,1.4,1,0
2025-01-27,159,23.4,10.1,0,0
2025-01-28,126,26.0,0.0,0,0
2025-01-29,113,29.6,0.6,0,0
2025-01-30,166,28.4,5.1,0,0
2025-01-31,150,26.6,8.7,0,0
2025-02-01,201,27.6,23.2,1,0
2025-02-02,214,23.1,8.6,1,0
2025-02-03,169,28.8,1.6,0,0
2025-02-04,118,28.4,25.6,0,0
2025-02-05,139,25.6,2.6,0,0
2025-02-06,142,25.0,0.0,0,0
2025-02-07,184,27.6,1.1,0,0
2025-02-08,193,27.0,15.3,1,0
2025-02-09,219,28.7,7.2,1,0
2025-02-10,150,27.3,9.0,0,0
2025-02-11,184,26.7,8.2,0,0
2025-02-12,166,26.9,8.4,0,0
2025-02-13,103,29.8,5.1,0,0
2025-02-14,176,28.6,0.0,0,0
2025-02-15,174,28.0,13.0,1,0
2025-02-16,194,24.7,7.1,1,0
2025-02-17,195,26.9,5.7,0,0
2025-02-18,155,29.6,13.4,0,0
2025-02-19,110,31.0,3.5,0,0
2025-02-20,124,27.8,11.5,0,0
2025-02-21,177,27.9,0.0,0,0
2025-02-22,204,29.8,10.2,1,0
2025-02-23,174,28.3,6.6,1,0
2025-02-24,151,24.1,6.2,0,0
2025-02-25,165,31.0,17.6,0,0
2025-02-26,157,26.7,2.2,0,0
2025-02-27,158,33.8,16.8,0,0
2025-02-28,164,28.0,0.0,0,0
2025-03-01,195,26.7,3.1,1,0
2025-03-02,154,32.1,2.2,1,0
2025-03-03,150,30.0,0.0,0,0
2025-03-04,162,28.9,2.8,0,0
2025-03-05,161,26.1,0.9,0,0
2025-03-06,162,28.0,0.0,0,0
2025-03-07,111,31.5,4.6,0,0
2025-03-08,205,30.7,0.0,1,0
2025-03-09,192,27.6,0.0,1,0
2025-03-10,160,29.1,0.0,0,0
2025-03-11,146,28.6,12.8,0,0
2025-03-12,120,28.1,0.0,0,0
2025-03-13,105,30.1,2.2,0,0
2025-03-14,178,28.5,0.0,0,0
2025-03-15,219,26.2,0.0,1,0
2025-03-16,188,32.4,0.0,1,0
2025-03-17,116,31.0,0.0,0,0
2025-03-18,129,29.2,17.4,0,0
2025-03-19,178,30.0,14.1,0,0
2025-03-20,179,28.7,4.9,0,0
2025-03-21,122,26.8,13.2,0,0
2025-03-22,180,30.1,3.1,1,0
2025-03-23,212,27.9,7.2,1,0
2025-03-24,156,29.7,5.6,0,0
2025-03-25,157,28.0,10.9,0,0
2025-03-26,140,35.2,2.0,0,0
2025-03-27,132,31.5,11.6,0,0
2025-03-28,128,29.2,9.3,0,0
2025-03-29,213,29.2,5.7,1,0
2025-03-30,165,28.8,0.0,1,0
2025-03-31,147,27.5,0.0,0,0
2025-04-01,216,27.6,0.0,0,0
2025-04-02,230,29.1,15.6,0,0
2025-04-03,221,30.0,1.3,0,0
2025-04-04,206,30.6,9.7,0,0
2025-04-05,283,30.1,0.0,1,0
2025-04-06,310,31.5,2.8,1,0
2025-04-07,224,28.2,6.7,0,0
2025-04-08,229,29.7,4.1,0,0
2025-04-09,218,31.6,16.0,0,0
2025-04-10,243,31.5,0.0,0,0
2025-04-11,260,28.4,13.7,0,0
2025-04-12,270,29.6,0.0,1,0
2025-04-13,277,32.3,9.4,1,0
2025-04-14,365,31.8,8.9,0,1
2025-04-15,224,31.6,17.2,0,0
2025-04-16,217,31.6,2.5,0,0
2025-04-17,239,33.1,6.7,0,0
2025-04-18,229,29.9,0.3,0,0
2025-04-19,242,32.5,9.4,1,0
2025-04-20,262,29.2,19.3,1,0
2025-04-21,228,25.9,20.1,0,0
2025-04-22,248,29.4,2.0,0,0
2025-04-23,229,28.4,14.2,0,0
2025-04-24,222,29.9,6.2,0,0
2025-04-25,200,31.4,0.0,0,0
2025-04-26,281,30.5,10.0,1,0
2025-04-27,292,30.0,2.4,1,0
2025-04-28,223,29.1,1.1,0,0
2025-04-29,238,33.1,0.0,0,0
2025-04-30,219,25.7,4.1,0,0
2025-05-01,217,24.8,8.1,0,0
2025-05-02,247,24.7,11.7,0,0
2025-05-03,275,31.8,7.9,1,0
2025-05-04,287,31.4,18.5,1,0
2025-05-05,233,26.8,6.6,0,0
2025-05-06,264,25.0,8.8,0,0
2025-05-07,221,29.8,16.8,0,0
2025-05-08,209,28.3,8.1,0,0
2025-05-09,244,26.4,15.1,0,0
2025-05-10,269,26.3,12.7,1,0
2025-05-11,291,28.9,8.7,1,0
2025-05-12,224,28.3,16.3,0,0
2025-05-13,268,29.3,0.0,0,0
2025-05-14,193,28.9,10.7,0,0
2025-05-15,224,26.2,14.9,0,0
2025-05-16,210,23.9,13.3,0,0
2025-05-17,280,30.5,4.3,1,0
2025-05-18,262,29.9,0.0,1,0
2025-05-19,197,27.1,11.6,0,0
2025-05-20,211,24.0,11.6,0,0
2025-05-21,217,26.5,0.0,0,0
2025-05-22,207,27.1,12.4,0,0
2025-05-23,217,30.3,0.0,0,0
2025-05-24,265,30.0,6.7,1,0
2025-05-25,295,26.5,15.8,1,0
2025-05-26,228,25.1,4.7,0,0
2025-05-27,226,24.6,4.6,0,0
2025-05-28,213,28.8,14.7,0,0
2025-05-29,212,25.9,10.3,0,0
2025-05-30,209,27.4,4.3,0,0
2025-05-31,265,24.2,16.6,1,0
2025-06-01,190,29.3,20.9,1,0
2025-06-02,104,30.7,16.5,0,0
2025-06-03,136,28.3,18.4,0,0
2025-06-04,113,24.5,27.1,0,0
2025-06-05,111,25.2,28.6,0,0
2025-06-06,108,24.0,22.2,0,0
2025-06-07,174,24.4,26.0,1,0
2025-06-08,170,24.6,24.8,1,0
2025-06-09,116,26.4,36.5,0,0
2025-06-10,140,25.9,23.1,0,0
2025-06-11,97,27.9,29.1,0,0
2025-06-12,121,25.5,34.9,0,0
2025-06-13,109,26.5,19.5,0,0
2025-06-14,188,24.7,10.9,1,0
2025-06-15,170,26.8,9.7,1,0
2025-06-16,126,22.0,24.5,0,0
2025-06-17,136,26.8,32.6,0,0
2025-06-18,114,24.1,28.1,0,0
2025-06-19,153,25.4,16.1,0,0
2025-06-20,128,25.9,26.7,0,0
2025-06-21,203,24.2,2.1,1,0
2025-06-22,195,23.1,24.6,1,0
2025-06-23,136,23.0,15.9,0,0
2025-06-24,134,23.2,25.9,0,0
2025-06-25,141,25.0,16.3,0,0
2025-06-26,145,25.3,11.1,0,0
2025-06-27,118,21.4,22.0,0,0
2025-06-28,149,22.1,39.7,1,0
2025-06-29,220,20.0,14.6,1,0
2025-06-30,125,21.3,24.8,0,0
2025-07-01,178,20.2,23.1,0,0
2025-07-02,148,24.7,18.2,0,0
2025-07-03,160,20.1,10.8,0,0
2025-07-04,118,24.0,33.4,0,0
2025-07-05,185,21.2,31.0,1,0
2025-07-06,193,20.6,12.0,1,0
2025-07-07,150,23.4,15.4,0,0
2025-07-08,143,21.8,31.0,0,0
2025-07-09,131,19.6,12.1,0,0
2025-07-10,123,22.6,20.7,0,0
2025-07-11,137,17.1,39.0,0,0
2025-07-12,187,22.1,32.7,1,0
2025-07-13,175,19.9,23.7,1,0
2025-07-14,121,25.6,29.4,0,0
2025-07-15,165,21.1,16.9,0,0
2025-07-16,148,18.7,29.0,0,0
2025-07-17,132,20.7,25.8,0,0
2025-07-18,127,19.6,20.4,0,0
2025-07-19,168,22.6,24.1,1,0
2025-07-20,188,18.5,33.8,1,0
2025-07-21,144,20.5,22.9,0,0
2025-07-22,151,17.9,22.9,0,0
2025-07-23,122,20.9,17.1,0,0
2025-07-24,88,19.2,38.8,0,0
2025-07-25,128,19.4,14.0,0,0
2025-07-26,175,18.0,21.6,1,0
2025-07-27,159,18.6,20.7,1,0
2025-07-28,143,20.0,31.0,0,0
2025-07-29,142,15.3,27.4,0,0
2025-07-30,130,16.2,25.1,0,0
2025-07-31,91,21.8,40.4,0,0
2025-08-01,155,23.0,17.7,0,0
2025-08-02,196,19.8,17.0,1,0
2025-08-03,183,17.5,29.4,1,0
2025-08-04,129,20.0,25.6,0,0
2025-08-05,142,19.7,29.6,0,0
2025-08-06,128,16.1,16.6,0,0
2025-08-07,145,16.1,31.3,0,0
2025-08-08,149,16.9,36.4,0,0
2025-08-09,215,17.6,18.4,1,0
2025-08-10,175,16.8,26.0,1,0
2025-08-11,152,15.1,13.3,0,0
2025-08-12,95,15.2,49.5,0,0
2025-08-13,157,14.1,29.1,0,0
2025-08-14,96,16.7,29.6,0,0
2025-08-15,224,15.1,16.4,0,1
2025-08-16,171,16.6,7.1,1,0
2025-08-17,194,15.2,18.3,1,0
2025-08-18,141,16.8,32.2,0,0
2025-08-19,137,18.4,25.0,0,0
2025-08-20,124,17.0,26.1,0,0
2025-08-21,144,15.2,18.5,0,0
2025-08-22,124,15.6,19.7,0,0
2025-08-23,178,13.3,32.8,1,0
2025-08-24,167,13.9,31.5,1,0
2025-08-25,117,12.7,33.2,0,0
2025-08-26,152,14.6,25.3,0,0
2025-08-27,149,15.4,15.4,0,0
2025-08-28,121,14.3,40.1,0,0
2025-08-29,165,10.8,27.9,0,0
2025-08-30,153,18.3,39.6,1,0
2025-08-31,190,16.9,19.2,1,0
2025-09-01,123,12.5,19.8,0,0
2025-09-02,133,16.8,31.4,0,0
2025-09-03,120,12.2,22.5,0,0
2025-09-04,144,16.6,34.4,0,0
2025-09-05,116,13.3,3.1,0,0
2025-09-06,171,17.6,21.8,1,0
2025-09-07,175,17.9,35.1,1,0
2025-09-08,137,14.0,23.9,0,0
2025-09-09,143,17.8,28.4,0,0
2025-09-10,152,16.8,15.6,0,0
2025-09-11,108,13.9,4.9,0,0
2025-09-12,131,12.4,29.2,0,0
2025-09-13,148,14.7,40.6,1,0
2025-09-14,167,14.3,27.4,1,0
2025-09-15,166,14.3,12.2,0,0
2025-09-16,120,12.9,41.3,0,0
2025-09-17,132,16.3,24.6,0,0
2025-09-18,137,13.0,26.0,0,0
2025-09-19,122,12.6,24.0,0,0
2025-09-20,210,18.7,24.3,1,0
2025-09-21,157,13.7,27.1,1,0
2025-09-22,159,13.2,26.7,0,0
2025-09-23,136,14.5,36.1,0,0
2025-09-24,175,17.3,24.5,0,0
2025-09-25,114,13.1,18.9,0,0
2025-09-26,121,18.7,31.6,0,0
2025-09-27,214,16.5,30.5,1,0
2025-09-28,175,10.9,22.9,1,0
2025-09-29,121,10.1,33.5,0,0
2025-09-30,112,15.5,43.9,0,0
2025-10-01,403,13.2,5.9,0,1
2025-10-02,409,12.9,0.0,0,1
2025-10-03,247,14.8,0.0,0,0
2025-10-04,300,17.0,8.2,1,0
2025-10-05,329,13.7,5.1,1,0
2025-10-06,274,11.3,0.0,0,0
2025-10-07,241,13.8,9.6,0,0
2025-10-08,269,14.8,13.7,0,0
2025-10-09,252,14.4,4.2,0,0
2025-10-10,257,14.0,15.1,0,0
2025-10-11,322,12.3,1.1,1,0
2025-10-12,323,13.4,8.9,1,0
2025-10-13,276,16.0,16.4,0,0
2025-10-14,268,12.3,0.0,0,0
2025-10-15,262,13.3,0.0,0,0
2025-10-16,264,13.3,0.0,0,0
2025-10-17,309,16.7,6.6,0,0
2025-10-18,318,14.7,2.7,1,0
2025-10-19,351,14.9,8.5,1,0
2025-10-20,265,12.7,11.9,0,0
2025-10-21,284,11.3,11.2,0,0
2025-10-22,235,12.8,4.9,0,0
2025-10-23,252,12.1,13.4,0,0
2025-10-24,255,12.4,6.8,0,0
2025-10-25,291,13.7,10.9,1,0
2025-10-26,333,12.9,6.2,1,0
2025-10-27,286,17.3,0.0,0,0
2025-10-28,235,13.3,19.6,0,0
2025-10-29,306,17.6,0.0,0,0
2025-10-30,260,16.2,0.0,0,0
2025-10-31,259,16.6,13.4,0,0
2025-11-01,434,15.2,11.1,1,1
2025-11-02,324,12.6,0.0,1,0
2025-11-03,271,17.7,17.9,0,0
2025-11-04,250,15.9,11.0,0,0
2025-11-05,247,15.1,0.0,0,0
2025-11-06,277,16.2,6.5,0,0
2025-11-07,275,16.7,6.9,0,0
2025-11-08,301,15.6,8.3,1,0
2025-11-09,300,16.5,10.3,1,0
2025-11-10,260,15.9,0.0,0,0
2025-11-11,278,13.7,15.1,0,0
2025-11-12,252,17.1,20.8,0,0
2025-11-13,272,22.2,3.2,0,0
2025-11-14,279,15.4,8.0,0,0
2025-11-15,310,16.1,19.2,1,0
2025-11-16,327,16.9,0.0,1,0
2025-11-17,255,16.2,0.1,0,0
2025-11-18,241,21.9,2.9,0,0
2025-11-19,276,15.3,4.6,0,0
2025-11-20,251,17.9,10.4,0,0
2025-11-21,258,17.6,0.0,0,0
2025-11-22,339,15.2,0.0,1,0
2025-11-23,311,18.5,12.8,1,0
2025-11-24,285,18.8,0.0,0,0
2025-11-25,269,17.7,10.0,0,0
2025-11-26,257,15.5,0.0,0,0
2025-11-27,238,18.7,10.5,0,0
2025-11-28,263,15.7,0.0,0,0
2025-11-29,305,15.1,0.0,1,0
2025-11-30,317,18.1,0.0,1,0
2025-12-01,266,20.2,0.0,0,0
2025-12-02,258,20.2,1.7,0,0
2025-12-03,288,20.6,2.6,0,0
2025-12-04,277,19.3,2.3,0,0
2025-12-05,250,19.2,13.2,0,0
2025-12-06,329,18.7,4.5,1,0
2025-12-07,319,16.7,13.1,1,0
2025-12-08,299,16.3,14.7,0,0
2025-12-09,260,21.0,16.4,0,0
2025-12-10,274,15.8,0.0,0,0
2025-12-11,268,18.1,0.0,0,0
2025-12-12,261,20.7,0.0,0,0
2025-12-13,335,22.6,0.0,1,0
2025-12-14,333,18.7,9.4,1,0
2025-12-15,240,21.3,12.3,0,0
2025-12-16,274,22.2,0.0,0,0
2025-12-17,269,20.6,8.9,0,0
2025-12-18,285,18.5,0.0,0,0
2025-12-19,259,20.7,14.2,0,0
2025-12-20,304,17.7,12.7,1,0
2025-12-21,349,21.3,0.0,1,0
2025-12-22,270,19.0,2.3,0,0
2025-12-23,293,18.7,7.6,0,0
2025-12-24,214,20.1,8.2,0,0
2025-12-25,373,21.1,2.5,0,1
2025-12-26,265,23.5,2.4,0,0
2025-12-27,299,20.7,0.0,1,0
2025-12-28,306,23.5,0.0,1,0
2025-12-29,270,20.9,18.9,0,0
2025-12-30,245,20.7,15.4,0,0
