date,visitors,temperature,rainfall,humidity,is_weekend,is_holiday,festival_score
2024-08-28,145,29,31,57,0,0,0.0
2024-08-29,96,33,25,67,0,0,0.0
2024-08-30,137,34,2,61,0,0,0.0
2024-08-31,194,32,19,74,1,0,0.0
2024-09-01,183,31,29,91,1,0,0.0
2024-09-02,112,22,1,71,0,0,0.0
2024-09-03,130,18,41,93,0,0,0.0
2024-09-04,160,22,7,80,0,0,0.0
2024-09-05,135,33,3,70,0,0,0.0
2024-09-06,117,28,39,70,0,0,0.0
2024-09-07,162,21,13,76,1,0,0.0
2024-09-08,167,34,8,70,1,0,0.0
2024-09-09,146,20,10,60,0,0,0.0
2024-09-10,133,18,36,91,0,0,0.0
2024-09-11,105,28,35,62,0,0,0.0
2024-09-12,164,26,27,51,0,0,0.0
2024-09-13,133,20,37,80,0,0,0.0
2024-09-14,172,23,4,73,1,0,0.0
2024-09-15,167,25,43,52,1,0,0.0
2024-09-16,120,30,43,72,0,0,0.0
2024-09-17,161,21,40,71,0,0,0.0
2024-09-18,154,22,48,73,0,0,0.0
2024-09-19,136,23,40,75,0,0,0.0
2024-09-20,111,33,6,84,0,0,0.0
2024-09-21,201,19,35,63,1,0,0.0
2024-09-22,166,21,46,60,1,0,0.0
2024-09-23,123,35,42,86,0,0,0.0
2024-09-24,121,24,48,71,0,0,0.0
2024-09-25,154,28,25,63,0,0,0.0
2024-09-26,144,21,45,66,0,0,0.0
2024-09-27,134,27,13,86,0,0,0.0
2024-09-28,166,18,6,71,1,0,0.0
2024-09-29,126,18,17,87,1,0,0.0
2024-09-30,138,18,38,61,0,0,0.0
2024-10-01,361,18,45,59,0,0,0.0
2024-10-02,346,29,13,91,0,1,0.0
2024-10-03,245,28,37,59,0,0,0.0
2024-10-04,285,28,34,62,0,0,0.0
2024-10-05,312,35,47,76,1,0,0.0
2024-10-06,284,28,30,85,1,0,0.0
2024-10-07,245,32,38,72,0,0,0.0
2024-10-08,247,23,46,65,0,0,0.0
2024-10-09,230,34,28,82,0,0,0.0
2024-10-10,256,35,31,84,0,0,0.0
2024-10-11,306,20,13,61,0,0,0.0
2024-10-12,283,28,7,68,1,0,0.0
2024-10-13,296,30,17,54,1,0,0.0
2024-10-14,264,29,6,51,0,0,0.0
2024-10-15,254,21,12,61,0,0,0.0
2024-10-16,254,23,41,56,0,0,0.0
2024-10-17,263,25,5,81,0,0,0.0
2024-10-18,257,20,0,62,0,0,0.0
2024-10-19,346,19,34,54,1,0,0.0
2024-10-20,278,34,21,52,1,0,0.0
2024-10-21,266,32,32,62,0,0,0.0
2024-10-22,270,31,3,68,0,0,0.0
2024-10-23,264,18,34,85,0,0,0.0
2024-10-24,255,24,24,85,0,0,7.0
2024-10-25,274,27,50,60,0,0,0.0
2024-10-26,312,28,42,74,1,0,0.0
2024-10-27,313,28,3,57,1,0,0.0
2024-10-28,245,23,17,64,0,0,0.0
2024-10-29,268,23,32,93,0,0,0.0
2024-10-30,258,28,28,70,0,0,0.0
2024-10-31,271,18,25,69,0,0,0.0
2024-11-01,388,19,21,65,0,1,0.0
2024-11-02,310,32,1,77,1,0,0.0
2024-11-03,330,19,23,81,1,0,0.0
2024-11-04,252,34,9,81,0,0,0.0
2024-11-05,242,20,20,53,0,0,0.0
2024-11-06,216,26,17,70,0,0,0.0
2024-11-07,292,25,38,95,0,0,0.0
2024-11-08,255,23,16,77,0,0,0.0
2024-11-09,304,33,41,83,1,0,0.0
2024-11-10,325,31,39,55,1,0,0.0
2024-11-11,297,31,41,83,0,0,0.0
2024-11-12,252,35,48,55,0,0,0.0
2024-11-13,265,29,48,50,0,0,0.0
2024-11-14,240,22,46,64,0,0,0.0
2024-11-15,257,30,16,76,0,0,0.0
2024-11-16,286,27,30,91,1,0,0.0
2024-11-17,293,28,11,86,1,0,0.0
2024-11-18,271,34,5,58,0,0,0.0
2024-11-19,284,30,42,87,0,0,0.0
2024-11-20,260,20,23,58,0,0,0.0
2024-11-21,234,29,16,61,0,0,0.0
2024-11-22,242,23,3,86,0,0,0.0
2024-11-23,277,23,13,75,1,0,0.0
2024-11-24,321,20,26,95,1,0,0.0
2024-11-25,283,29,49,66,0,0,0.0
2024-11-26,258,27,12,53,0,0,0.0
2024-11-27,267,34,37,83,0,0,0.0
2024-11-28,280,23,1,64,0,0,0.0
2024-11-29,277,28,28,65,0,0,0.0
2024-11-30,347,28,7,67,1,0,0.0
2024-12-01,307,34,46,59,1,0,0.0
2024-12-02,258,31,48,61,0,0,0.0
2024-12-03,255,28,27,75,0,0,0.0
2024-12-04,273,18,14,85,0,0,0.0
2024-12-05,274,29,27,53,0,0,0.0
2024-12-06,268,23,2,88,0,0,0.0
2024-12-07,322,29,7,62,1,0,0.0
2024-12-08,321,19,9,67,1,0,0.0
2024-12-09,305,24,41,56,0,0,0.0
2024-12-10,283,21,19,67,0,0,0.0
2024-12-11,246,31,30,78,0,0,0.0
2024-12-12,263,18,38,56,0,0,0.0
2024-12-13,267,33,10,83,0,0,0.0
2024-12-14,311,23,9,81,1,0,0.0
2024-12-15,301,20,41,84,1,0,0.0
2024-12-16,286,20,9,60,0,0,0.0
2024-12-17,264,22,14,59,0,0,0.0
2024-12-18,250,22,40,56,0,0,0.0
2024-12-19,269,21,29,75,0,0,0.0
2024-12-20,249,25,31,66,0,0,0.0
2024-12-21,343,28,37,58,1,0,0.0
2024-12-22,335,34,26,66,1,0,0.0
2024-12-23,256,24,36,80,0,0,0.0
2024-12-24,250,30,28,59,0,0,0.0
2024-12-25,396,27,19,95,0,1,0.0
2024-12-26,272,22,16,76,0,0,0.0
2024-12-27,306,27,0,52,0,0,0.0
2024-12-28,301,27,13,53,1,0,0.0
2024-12-29,314,25,13,58,1,0,0.0
2024-12-30,265,20,16,61,0,0,0.0
2024-12-31,252,28,41,85,0,0,0.0
2025-01-01,112,29,4,93,0,0,0.0
2025-01-02,142,26,25,56,0,0,0.0
2025-01-03,146,27,42,55,0,0,0.0
2025-01-04,212,23,1,51,1,0,0.0
2025-01-05,206,32,15,55,1,0,0.0
2025-01-06,163,27,31,71,0,0,0.0
2025-01-07,171,29,38,80,0,0,0.0
2025-01-08,146,23,50,56,0,0,0.0
2025-01-09,123,31,43,69,0,0,0.0
2025-01-10,151,32,9,66,0,0,0.0
2025-01-11,204,28,41,54,1,0,0.0
2025-01-12,232,27,3,90,1,0,0.0
2025-01-13,124,18,13,69,0,0,0.0
2025-01-14,240,22,14,57,0,0,0.0
2025-01-15,145,25,11,87,0,0,8.0
2025-01-16,170,29,50,77,0,0,0.0
2025-01-17,166,31,21,70,0,0,0.0
2025-01-18,171,31,44,94,1,0,0.0
2025-01-19,217,24,15,80,1,0,0.0
2025-01-20,159,32,12,79,0,0,0.0
2025-01-21,119,22,21,89,0,0,0.0
2025-01-22,164,20,7,76,0,0,0.0
2025-01-23,135,34,12,83,0,0,0.0
2025-01-24,156,34,9,93,0,0,0.0
2025-01-25,189,31,34,76,1,0,0.0
2025-01-26,206,35,36,87,1,1,0.0
2025-01-27,159,24,13,67,0,0,0.0
2025-01-28,126,30,0,55,0,0,0.0
2025-01-29,113,34,5,67,0,0,0.0
2025-01-30,166,24,38,80,0,0,0.0
2025-01-31,150,32,6,53,0,0,0.0
2025-02-01,201,24,3,90,1,0,0.0
2025-02-02,214,21,50,74,1,0,0.0
2025-02-03,169,21,1,69,0,0,0.0
2025-02-04,118,25,38,77,0,0,0.0
2025-02-05,139,34,48,54,0,0,0.0
2025-02-06,142,24,11,65,0,0,0.0
2025-02-07,184,20,9,63,0,0,0.0
2025-02-08,193,19,4,53,1,0,0.0
2025-02-09,219,35,38,78,1,0,0.0
2025-02-10,150,35,44,67,0,0,0.0
2025-02-11,184,30,28,95,0,0,0.0
2025-02-12,166,22,39,68,0,0,0.0
2025-02-13,103,29,10,74,0,0,0.0
2025-02-14,176,29,23,79,0,0,0.0
2025-02-15,174,18,22,68,1,0,0.0
2025-02-16,194,28,5,85,1,0,0.0
2025-02-17,195,24,43,95,0,0,0.0
2025-02-18,155,29,43,83,0,0,0.0
2025-02-19,110,23,16,69,0,0,0.0
2025-02-20,124,25,3,81,0,0,0.0
2025-02-21,177,25,47,84,0,0,0.0
2025-02-22,204,35,37,79,1,0,0.0
2025-02-23,174,22,9,82,1,0,0.0
2025-02-24,151,18,30,50,0,0,0.0
2025-02-25,165,20,44,58,0,0,0.0
2025-02-26,157,18,26,63,0,0,0.0
2025-02-27,158,20,4,53,0,0,0.0
2025-02-28,164,26,37,54,0,0,0.0
2025-03-01,195,26,28,90,1,0,0.0
2025-03-02,154,18,2,89,1,0,0.0
2025-03-03,150,34,3,83,0,0,0.0
2025-03-04,162,21,29,50,0,0,0.0
2025-03-05,161,25,25,56,0,0,0.0
2025-03-06,162,29,44,74,0,0,0.0
2025-03-07,111,24,43,82,0,0,0.0
2025-03-08,205,27,41,72,1,0,0.0
2025-03-09,192,25,6,81,1,0,0.0
2025-03-10,160,32,15,54,0,0,0.0
2025-03-11,146,21,23,66,0,0,0.0
2025-03-12,120,35,34,69,0,0,0.0
2025-03-13,105,22,5,55,0,0,0.0
2025-03-14,178,28,13,60,0,1,0.0
2025-03-15,219,24,49,68,1,0,0.0
2025-03-16,188,31,16,90,1,0,0.0
2025-03-17,116,32,36,56,0,0,0.0
2025-03-18,129,24,8,61,0,0,0.0
2025-03-19,178,25,10,69,0,0,0.0
2025-03-20,179,18,7,60,0,0,0.0
2025-03-21,122,24,48,70,0,0,0.0
2025-03-22,180,35,14,73,1,0,0.0
2025-03-23,212,30,22,64,1,0,0.0
2025-03-24,156,21,20,89,0,0,0.0
2025-03-25,157,35,44,84,0,0,0.0
2025-03-26,140,31,24,83,0,0,0.0
2025-03-27,132,33,46,77,0,0,0.0
2025-03-28,128,18,47,80,0,0,0.0
2025-03-29,213,34,28,59,1,0,0.0
2025-03-30,165,20,23,64,1,0,0.0
2025-03-31,147,35,33,65,0,0,0.0
2025-04-01,216,29,19,65,0,0,0.0
2025-04-02,230,33,43,71,0,0,0.0
2025-04-03,221,27,21,55,0,0,0.0
2025-04-04,206,29,37,76,0,0,0.0
2025-04-05,283,30,48,56,1,0,0.0
2025-04-06,310,21,13,83,1,0,0.0
2025-04-07,224,19,6,83,0,0,0.0
2025-04-08,229,29,40,59,0,0,0.0
2025-04-09,218,19,14,95,0,0,0.0
2025-04-10,243,33,0,62,0,0,0.0
2025-04-11,260,34,41,86,0,0,0.0
2025-04-12,270,31,22,62,1,0,0.0
2025-04-13,277,27,29,89,1,0,0.0
2025-04-14,365,34,35,64,0,0,10.0
2025-04-15,224,24,40,63,0,0,10.0
2025-04-16,217,22,5,95,0,0,0.0
2025-04-17,239,23,18,67,0,0,0.0
2025-04-18,229,32,1,53,0,0,0.0
2025-04-19,242,23,5,79,1,0,0.0
2025-04-20,262,19,19,73,1,0,0.0
2025-04-21,228,18,20,59,0,0,0.0
2025-04-22,248,26,20,83,0,0,0.0
2025-04-23,229,35,30,67,0,0,0.0
2025-04-24,222,35,8,90,0,0,0.0
2025-04-25,200,23,32,61,0,0,0.0
2025-04-26,281,25,5,50,1,0,0.0
2025-04-27,292,26,16,92,1,0,0.0
2025-04-28,223,26,6,69,0,0,0.0
2025-04-29,238,32,39,86,0,0,0.0
2025-04-30,219,26,8,94,0,0,0.0
2025-05-01,217,24,3,65,0,0,0.0
2025-05-02,247,20,13,76,0,0,0.0
2025-05-03,275,25,4,60,1,0,0.0
2025-05-04,287,18,9,72,1,0,0.0
2025-05-05,233,22,40,67,0,0,0.0
2025-05-06,264,29,9,75,0,0,0.0
2025-05-07,221,30,3,56,0,0,0.0
2025-05-08,209,23,6,90,0,0,0.0
2025-05-09,244,29,23,80,0,0,0.0
2025-05-10,269,30,46,70,1,0,0.0
2025-05-11,291,19,7,79,1,0,0.0
2025-05-12,224,34,0,62,0,0,0.0
2025-05-13,268,19,3,86,0,0,0.0
2025-05-14,193,33,6,88,0,0,0.0
2025-05-15,224,18,22,86,0,0,0.0
2025-05-16,210,19,7,71,0,0,0.0
2025-05-17,280,18,48,55,1,0,0.0
2025-05-18,262,26,31,73,1,0,0.0
2025-05-19,197,23,22,57,0,0,0.0
2025-05-20,211,24,40,52,0,0,0.0
2025-05-21,217,24,10,66,0,0,0.0
2025-05-22,207,18,2,78,0,0,0.0
2025-05-23,217,23,47,93,0,0,0.0
2025-05-24,265,23,2,88,1,0,0.0
2025-05-25,295,18,41,54,1,0,0.0
2025-05-26,228,26,22,81,0,0,0.0
2025-05-27,226,21,2,68,0,0,0.0
2025-05-28,213,19,11,60,0,0,0.0
2025-05-29,212,35,41,65,0,0,0.0
2025-05-30,209,22,40,84,0,0,0.0
2025-05-31,265,21,33,76,1,0,0.0
2025-06-01,190,25,28,84,1,0,0.0
2025-06-02,104,18,13,58,0,0,0.0
2025-06-03,136,19,20,59,0,0,0.0
2025-06-04,113,26,3,57,0,0,0.0
2025-06-05,111,22,43,83,0,0,0.0
2025-06-06,108,22,30,51,0,0,0.0
2025-06-07,174,23,39,70,1,0,0.0
2025-06-08,170,30,26,95,1,0,0.0
2025-06-09,116,20,10,65,0,0,0.0
2025-06-10,140,26,28,72,0,0,0.0
2025-06-11,97,28,21,64,0,0,0.0
2025-06-12,121,28,30,62,0,0,0.0
2025-06-13,109,34,30,95,0,0,0.0
2025-06-14,188,18,8,90,1,0,0.0
2025-06-15,170,30,26,85,1,0,0.0
2025-06-16,126,30,19,73,0,0,0.0
2025-06-17,136,34,14,95,0,0,0.0
2025-06-18,114,27,0,55,0,0,0.0
2025-06-19,153,19,32,69,0,0,0.0
2025-06-20,128,24,7,95,0,0,0.0
2025-06-21,203,29,9,94,1,0,0.0
2025-06-22,195,18,45,89,1,0,9.0
2025-06-23,136,27,20,92,0,0,0.0
2025-06-24,134,34,10,54,0,0,0.0
2025-06-25,141,21,13,52,0,0,0.0
2025-06-26,145,33,14,65,0,0,0.0
2025-06-27,118,28,3,75,0,0,0.0
2025-06-28,149,24,29,92,1,0,0.0
2025-06-29,220,25,32,92,1,0,0.0
2025-06-30,125,34,13,55,0,0,0.0
2025-07-01,178,25,0,79,0,0,0.0
2025-07-02,148,20,0,72,0,0,0.0
2025-07-03,160,32,27,67,0,0,0.0
2025-07-04,118,30,40,52,0,0,0.0
2025-07-05,185,30,21,78,1,0,0.0
2025-07-06,193,29,50,52,1,0,0.0
2025-07-07,150,34,44,68,0,0,0.0
2025-07-08,143,19,2,64,0,0,0.0
2025-07-09,131,24,17,74,0,0,0.0
2025-07-10,123,19,13,51,0,0,0.0
2025-07-11,137,29,6,65,0,0,0.0
2025-07-12,187,22,41,62,1,0,0.0
2025-07-13,175,24,20,62,1,0,0.0
2025-07-14,121,19,5,79,0,0,0.0
2025-07-15,165,33,25,82,0,0,0.0
2025-07-16,148,19,41,63,0,0,0.0
2025-07-17,132,22,19,87,0,0,0.0
2025-07-18,127,26,13,67,0,0,0.0
2025-07-19,168,28,26,95,1,0,0.0
2025-07-20,188,35,23,77,1,0,0.0
2025-07-21,144,27,4,52,0,0,0.0
2025-07-22,151,30,40,68,0,0,0.0
2025-07-23,122,28,4,82,0,0,0.0
2025-07-24,88,22,1,54,0,0,0.0
2025-07-25,128,29,44,73,0,0,0.0
2025-07-26,175,33,0,90,1,0,0.0
2025-07-27,159,32,44,60,1,0,0.0
2025-07-28,143,29,24,93,0,0,0.0
2025-07-29,142,25,41,83,0,0,0.0
2025-07-30,130,33,17,90,0,0,0.0
2025-07-31,91,24,48,93,0,0,0.0
2025-08-01,155,24,5,70,0,0,0.0
2025-08-02,196,30,6,74,1,0,0.0
2025-08-03,183,22,49,74,1,0,0.0
2025-08-04,129,25,14,87,0,0,0.0
2025-08-05,142,35,9,75,0,0,0.0
2025-08-06,128,27,43,65,0,0,0.0
2025-08-07,145,20,40,85,0,0,0.0
2025-08-08,149,29,39,55,0,0,0.0
2025-08-09,215,22,28,66,1,0,0.0
2025-08-10,175,30,22,61,1,0,0.0
2025-08-11,152,32,43,74,0,0,0.0
2025-08-12,95,19,15,64,0,0,0.0
2025-08-13,157,24,18,78,0,0,0.0
2025-08-14,96,30,32,84,0,0,0.0
2025-08-15,224,29,1,82,0,1,0.0
2025-08-16,171,28,19,65,1,0,0.0
2025-08-17,194,25,40,89,1,0,0.0
2025-08-18,141,26,16,52,0,0,0.0
2025-08-19,137,21,8,94,0,0,0.0
2025-08-20,124,35,29,76,0,0,0.0
2025-08-21,144,32,23,50,0,0,0.0
2025-08-22,124,20,30,83,0,0,0.0
2025-08-23,178,35,28,86,1,0,0.0
2025-08-24,167,26,27,74,1,0,0.0
2025-08-25,117,31,5,70,0,0,0.0
2025-08-26,152,26,23,81,0,0,0.0
2025-08-27,149,31,32,50,0,0,0.0
2025-08-28,121,26,35,95,0,0,0.0
2025-08-29,165,29,36,52,0,0,0.0
2025-08-30,153,21,13,84,1,0,0.0
2025-08-31,190,32,20,93,1,0,0.0
2025-09-01,123,29,47,72,0,0,0.0
2025-09-02,133,27,20,90,0,0,0.0
2025-09-03,120,29,34,69,0,0,0.0
2025-09-04,144,29,6,63,0,0,0.0
2025-09-05,116,31,29,74,0,0,0.0
2025-09-06,171,33,46,63,1,0,0.0
2025-09-07,175,26,15,77,1,0,0.0
2025-09-08,137,28,45,94,0,0,0.0
2025-09-09,143,33,5,66,0,0,0.0
2025-09-10,152,33,47,55,0,0,0.0
2025-09-11,108,19,32,61,0,0,0.0
2025-09-12,131,19,9,53,0,0,0.0
2025-09-13,148,21,27,92,1,0,0.0
2025-09-14,167,22,43,87,1,0,0.0
2025-09-15,166,29,41,82,0,0,0.0
2025-09-16,120,29,35,63,0,0,0.0
2025-09-17,132,31,44,65,0,0,0.0
2025-09-18,137,21,20,83,0,0,0.0
2025-09-19,122,26,41,62,0,0,0.0
2025-09-20,210,31,46,71,1,0,0.0
2025-09-21,157,35,42,87,1,0,0.0
2025-09-22,159,30,7,50,0,0,0.0
2025-09-23,136,19,4,57,0,0,0.0
2025-09-24,175,26,6,62,0,0,0.0
2025-09-25,114,29,37,52,0,0,0.0
2025-09-26,121,20,43,60,0,0,0.0
2025-09-27,214,20,37,56,1,0,0.0
2025-09-28,175,33,33,71,1,0,0.0
2025-09-29,121,33,28,84,0,0,0.0
2025-09-30,112,22,14,64,0,0,0.0
2025-10-01,403,26,4,66,0,0,0.0
2025-10-02,409,18,7,63,0,1,0.0
2025-10-03,247,29,16,66,0,0,0.0
2025-10-04,300,21,1,52,1,0,0.0
2025-10-05,329,18,2,58,1,0,0.0
2025-10-06,274,18,28,73,0,0,0.0
2025-10-07,241,30,46,80,0,0,0.0
2025-10-08,269,25,50,67,0,0,0.0
2025-10-09,252,35,39,57,0,0,0.0
2025-10-10,257,26,21,90,0,0,0.0
2025-10-11,322,26,29,80,1,0,0.0
2025-10-12,323,33,29,52,1,0,0.0
2025-10-13,276,26,44,90,0,0,0.0
2025-10-14,268,31,40,56,0,0,0.0
2025-10-15,262,31,42,58,0,0,0.0
2025-10-16,264,23,24,75,0,0,0.0
2025-10-17,309,28,45,94,0,0,0.0
2025-10-18,318,20,9,95,1,0,0.0
2025-10-19,351,32,50,56,1,0,0.0
2025-10-20,265,34,19,52,0,1,0.0
2025-10-21,284,27,25,82,0,0,0.0
2025-10-22,235,34,30,83,0,0,0.0
2025-10-23,252,27,43,89,0,0,0.0
2025-10-24,255,31,2,57,0,0,7.0
2025-10-25,291,18,49,78,1,0,0.0
2025-10-26,333,34,28,89,1,0,0.0
2025-10-27,286,19,38,83,0,0,0.0
2025-10-28,235,25,29,74,0,0,0.0
2025-10-29,306,20,4,85,0,0,0.0
2025-10-30,260,33,38,60,0,0,0.0
2025-10-31,259,32,8,79,0,0,0.0
2025-11-01,434,34,28,59,1,0,0.0
2025-11-02,324,30,4,90,1,0,0.0
2025-11-03,271,28,36,75,0,0,0.0
2025-11-04,250,18,28,88,0,0,0.0
2025-11-05,247,23,4,79,0,0,0.0
2025-11-06,277,22,11,72,0,0,0.0
2025-11-07,275,33,36,61,0,0,0.0
2025-11-08,301,22,37,54,1,0,0.0
2025-11-09,300,28,35,67,1,0,0.0
2025-11-10,260,31,25,50,0,0,0.0
2025-11-11,278,21,19,93,0,0,0.0
2025-11-12,252,29,10,91,0,0,0.0
2025-11-13,272,28,6,79,0,0,0.0
2025-11-14,279,20,37,64,0,0,0.0
2025-11-15,310,22,35,57,1,0,0.0
2025-11-16,327,20,28,73,1,0,0.0
2025-11-17,255,26,37,52,0,0,0.0
2025-11-18,241,30,38,55,0,0,0.0
2025-11-19,276,21,8,70,0,0,0.0
2025-11-20,251,26,48,63,0,0,0.0
2025-11-21,258,28,4,68,0,0,0.0
2025-11-22,339,23,27,56,1,0,0.0
2025-11-23,311,28,31,66,1,0,0.0
2025-11-24,285,29,29,55,0,0,0.0
2025-11-25,269,21,5,56,0,0,0.0
2025-11-26,257,22,26,66,0,0,0.0
2025-11-27,238,34,7,63,0,0,0.0
2025-11-28,263,26,24,50,0,0,0.0
2025-11-29,305,22,31,60,1,0,0.0
2025-11-30,317,26,9,52,1,0,0.0
2025-12-01,266,21,38,90,0,0,0.0
2025-12-02,258,32,3,82,0,0,0.0
2025-12-03,288,18,33,64,0,0,0.0
2025-12-04,277,29,9,74,0,0,0.0
2025-12-05,250,35,44,65,0,0,0.0
2025-12-06,329,35,14,53,1,0,0.0
2025-12-07,319,21,44,61,1,0,0.0
2025-12-08,299,35,36,84,0,0,0.0
2025-12-09,260,32,8,70,0,0,0.0
2025-12-10,274,30,49,92,0,0,0.0
2025-12-11,268,25,45,82,0,0,0.0
2025-12-12,261,20,16,81,0,0,0.0
2025-12-13,335,22,31,55,1,0,0.0
2025-12-14,333,35,13,78,1,0,0.0
2025-12-15,240,20,7,53,0,0,0.0
2025-12-16,274,18,23,86,0,0,0.0
2025-12-17,269,32,0,84,0,0,0.0
2025-12-18,285,31,33,74,0,0,0.0
2025-12-19,259,19,49,83,0,0,0.0
2025-12-20,304,29,41,93,1,0,0.0
2025-12-21,349,19,46,80,1,0,0.0
2025-12-22,270,27,1,70,0,0,0.0
2025-12-23,293,24,28,68,0,0,0.0
2025-12-24,214,20,33,61,0,0,0.0
2025-12-25,373,26,1,69,0,1,0.0
2025-12-26,265,23,38,51,0,0,0.0
2025-12-27,299,26,13,91,1,0,0.0
2025-12-28,306,29,46,68,1,0,0.0
2025-12-29,270,32,3,91,0,0,0.0
2025-12-30,245,20,35,81,0,0,0.0
